,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
54,d3cb8425-44cb-410b-be58-ee392c736192,MD JABER AHMED,https://play-lh.googleusercontent.com/a-/ALV-UjXBRyEeQc_E7ZOwfsnMK45N1kJO4bSaOrYdbRnC2rQjQw,This calculator is just awasome.,5,0,1.0,2023-06-08 10:04:16,,,1.0
55,5193dcb8-d55b-4664-97bf-9f45d1359dea,Amir Haziq,https://play-lh.googleusercontent.com/a-/ALV-UjWwxLtkrC0k4Bc0WP1CkwtiXKi54M4RzIfDafmRdJ8U8qc,Very good,5,0,1.0,2023-06-07 19:16:24,,,1.0
56,0b6aa18e-0037-4fb1-831f-dc6128442cbe,Malco Mario,https://play-lh.googleusercontent.com/a/ACg8ocLOI3v5K0HprLogbpirMOKiWB_2fjO2Bw4PFd95VIK8=mo,Better experience,1,0,,2023-06-06 21:21:15,,,
57,23207fe2-82e2-4e60-a870-3e802d096c71,Chinmoy Nath,https://play-lh.googleusercontent.com/a-/ALV-UjU8gvBN95tQBtYE2He4OYIikbYD-YB52dPDmKEBU5FWeJw,The phase is showing wrong,3,0,1.0,2023-06-01 12:20:39,,,1.0
58,27c366c2-3b30-4bc7-90f7-80fe70ac62b4,Lai ZY,https://play-lh.googleusercontent.com/a-/ALV-UjVHoBpcQGwS3W-T7CLgk8NCo4WeuKJqQFs29GhYWjgK_g,Useful. Easy to use as it it just like a normal scientific calculator in real life.,5,1,1.0,2023-05-31 09:31:29,,,1.0
59,2cca6ede-1819-4cdd-bfe4-093e70812677,M. S. Rosyidi,https://play-lh.googleusercontent.com/a-/ALV-UjWaGeairFqIU38uuEyXhloEWufmLfu91IfspgWhQSffQUA,great application,5,0,1.0,2023-05-29 06:20:39,,,1.0
60,c2468612-2216-48bf-866f-358cc16d2294,Faruk Hossain Babul,https://play-lh.googleusercontent.com/a/ACg8ocJEk0f3Qdyq7pIouJEmivD4JAKk3FB1uo0okfoL6qxt=mo,Just wonderful and realistic,5,0,1.0,2023-05-28 16:56:16,,,1.0
61,4941e08e-f5c3-4ab3-aed4-b95686cc74e7,Farid Islam,https://play-lh.googleusercontent.com/a-/ALV-UjXH39kF1ta_4hxMDiY0KpHzrBuQJh3XQl04yw9cHuzy-1IU,It's look great like real scientific calculator and all function available.. Maybe this will be very helpful,5,1,1.0,2023-05-21 05:48:41,,,1.0
62,222c2d46-d146-424d-be5c-87e3692c6749,Umma Sadia,https://play-lh.googleusercontent.com/a-/ALV-UjU9yvdjSJcEWhuv-QAL1i76cDL1amaa5qmwWKtoO3i0VQ,Nice app ☺️,5,0,1.0,2023-05-20 22:25:34,,,1.0
63,824559e5-0b5a-49ba-b805-ffc0f6563229,Chikota Slam,https://play-lh.googleusercontent.com/a-/ALV-UjVLJpMKEGCJB3N9JJgL29I0rAIO7jMKAEBSe4rvNJX3I5k,Thank you developers for this one it's easy to use...,5,0,1.0,2023-05-20 19:22:12,,,1.0
64,08116756-4b12-446c-a456-ece35abacf13,Parul Patel,https://play-lh.googleusercontent.com/a/ACg8ocJ1LyY9pf3djaZ30k26V1WF1f5dDjh4cafGOg2HVsch=mo,Answer key is not working. Please fix it. In app it doesn't store answer as a memory. Please fox it. Other wise everything is a perfect masterpiece for science and engineering students. Thanks team.,5,34,1.0,2023-05-19 13:04:40,,,1.0
65,f27bd380-3cdd-4ed2-9c40-231905f60eeb,Nastanzio Sydney Rajabu,https://play-lh.googleusercontent.com/a/ACg8ocL2Dxxk9WcWQf1DIi9RAElRZ1WLc-oELfr5Yc62zChU=mo,It is very nice application! Keep it up!,5,1,1.0,2023-05-18 21:31:20,,,1.0
66,4e30b4f9-2535-48b7-bb0c-c57b8953d5e3,Eric Katz,https://play-lh.googleusercontent.com/a/ACg8ocJSomkdUsrN8Y6hRX87yQSxS07rbqUXBUDFGAilBjqj=mo,No good. Blurry. Cant back exit. Avoid.,1,1,1.0,2023-05-14 06:49:11,,,1.0
67,ee05e0d1-b02f-4c98-9f6e-b8a9a70db1ac,Jia Ler Niam,https://play-lh.googleusercontent.com/a-/ALV-UjU2hmP-UubkFbdR4mbLtM6HMdAshV1fO0D12jKHQZQfyE0,Where are the fractions,2,0,1.0,2023-05-13 08:12:06,,,1.0
68,03af4314-6a0a-455f-88e6-63e50a7dc0ea,Darrell Owen Wilson,https://play-lh.googleusercontent.com/a/ACg8ocLJhebZ_3PGi2f3OZjbOTyQaVoTDeaBUgWTDtBGOQvb=mo,Best app ever must download and no need to buy calculator anymore😎😎😎,5,1,1.0,2023-05-11 06:07:09,,,1.0
69,f62d41aa-3fd9-439f-a619-35040ed1bc35,Kelvin Ngowa,https://play-lh.googleusercontent.com/a-/ALV-UjUJJtxQUTmI8b9PDsJ_4JMftoFOBZ2u64fkb6wbfNj6hg,Very helpfuly to do my assignment,5,0,1.0,2023-05-08 23:24:39,,,1.0
70,b7f52d34-63f9-40f9-9d00-cf71e74521fd,Ojobile Bashir,https://play-lh.googleusercontent.com/a-/ALV-UjUfonTnqERYwlEm1XB7Wz0p--zjEMvZcWvOrqDzxVU-KA,This is crazy guys you must download this app if you really want a good 👍😊 best scientific calculator.the best ever.,5,1,1.0,2023-05-08 02:34:33,,,1.0
71,0a4a221f-a49e-4909-97e1-db0f99f3babd,Micho Matar,https://play-lh.googleusercontent.com/a-/ALV-UjXeN47_9J8vysiHF2Sfx4DzZiGP7-U1teqb7F6TPaP8UYY,Nice,5,0,1.0,2023-05-05 11:38:51,,,1.0
72,123de8d5-9c44-4bcd-929b-afab1d9bee1d,Ram Gurjar,https://play-lh.googleusercontent.com/a/ACg8ocLwkWfCCXi7OQapQZZe9j1iMfcLFoWzmXsDOsJ1y73V=mo,Worst app ever seen,1,0,,2023-05-01 12:08:10,,,
73,bc59beda-6f7b-48b3-a8d8-92e35d64b597,Enayetur Rahim,https://play-lh.googleusercontent.com/a/ACg8ocKvP0o3UkufZqJkAOtQbTyp8isUTNBbQQTMKH3rMGq5=mo,"I've been using this app for many days. This is,,, such a great app. MORE THAN A CALCULATOR! Thank you.",5,1,,2023-04-29 21:27:12,,,
74,d80e3fec-386e-4af2-b570-070e920772db,Suman Barman,https://play-lh.googleusercontent.com/a-/ALV-UjWeKPtDKF2dJx0Z0UcAJ2apfPLtKhbVbJxIQZOKxIM7Z70,BAD,3,0,,2023-04-29 20:39:07,,,
75,009508c2-ee8d-47e6-9e86-f632f8ac3497,WILMA MAE LUPAS,https://play-lh.googleusercontent.com/a-/ALV-UjV96b0kUdIoTKEpOBTBVKiBTJDDRzi0VGdFYqfxKs1yqGo,This is a good emulator of the fx-570/991 ms (w/out contrast.),5,2,,2023-04-26 16:05:59,,,
76,7e97fd4a-05bc-4de2-9840-81c12deb58de,Dominick Kasomi,https://play-lh.googleusercontent.com/a/ACg8ocJjLgfQvbnTKVLyj6-oRNzgF1GkVGi5vrdvOoyhxqdQ=mo,I so helpul,5,0,1.0,2023-04-19 20:59:00,,,1.0
77,10dea472-5ade-4ea8-a10b-f13948fd5a88,Adit Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjWFR1tVJEbq1S8IXd1ev-3h9wIykW5HUoAXkORwYPr9GA,I have used the app. It is very helpful app for math related things. It is also require no MB. I have suggested my friends to use it.,2,2,1.0,2023-04-15 11:23:00,,,1.0
78,bd30b75a-8a8f-4db4-823f-0faddddd664e,Juhar Taha,https://play-lh.googleusercontent.com/a/ACg8ocK5G_pFAEHEMtGSI0Z023B2DiV0MJtqXPMDmV8XLv2n=mo,Good,2,0,,2023-04-13 23:56:34,,,
79,a80193b3-7a54-4e27-8efa-145c80f2f994,Happy Matilda,https://play-lh.googleusercontent.com/a/ACg8ocLS0cT31oGpXC0sVv394BZHI586gWGP7Uw_0QIBJyWe=mo,Wonderful,5,0,1.0,2023-04-12 11:11:50,,,1.0
80,354e6eaf-ef96-4911-81ef-c901b7d2bda9,Vino vino,https://play-lh.googleusercontent.com/a-/ALV-UjUgli5wJ-Nt3YJeD9LicgZwHXWM0kDYTC_sutq6lWWRxxc,Good,5,0,1.0,2023-04-11 15:28:59,,,1.0
81,87862039-840a-41ad-af9a-6f69b1bfdaec,Ija icai 3232,https://play-lh.googleusercontent.com/a/ACg8ocIgHTLESyUg1681w8v0zAbDxSn5pAyRpfkQiz1jipek=mo,Very good😖Im really recomended this app!!!!,5,0,1.0,2023-04-10 13:44:26,,,1.0
82,bacb0439-72ef-400e-99cf-463ba7ae901b,mr. aravinthan,https://play-lh.googleusercontent.com/a-/ALV-UjWi2dJyTOutW4LMpsP4hPtUwDMofO_Q1tRNwxVhTo3U6Q,It's like real cal c. Use you know that feel,5,0,1.0,2023-04-09 19:57:38,,,1.0
83,d19d7eae-0ba3-4171-9840-2947e537efa0,Mohd Salleh Bin Ambo,https://play-lh.googleusercontent.com/a-/ALV-UjWCMFUk72yavDUdO26qeH9dfqLU_lTiAswxhlaGRKyMR3E,very usefull & fast to get answer,5,1,1.0,2023-04-09 05:50:41,,,1.0
84,c03cd360-0ae2-4f83-a428-33502c3bb34a,Beero Ienibata,https://play-lh.googleusercontent.com/a/ACg8ocJxA6QDz6Dir_YvgEbGajP5tEBMVMUdlxnlnUCyQHhr=mo,Nice app keep it up,5,0,,2023-04-03 02:54:24,,,
85,90b0bf72-c850-476b-8e1c-628fac88e582,Vicente Adrian Caro Fuentes,https://play-lh.googleusercontent.com/a-/ALV-UjU5LbHTzK3GXPm0lixe3KX7gyBM6M_KVbyXmEBaam-oDf0,GREAT APP,5,0,1.0,2023-04-01 23:40:06,,,1.0
86,ba653b8f-1918-4657-af80-2c6464a35ffc,Hannan official,https://play-lh.googleusercontent.com/a-/ALV-UjWGVue-DwpBpQXmA-222upIqgAZDL7r2xDEjr9RlS3v7bA,Kaulkulater,5,0,,2023-03-29 21:05:09,,,
87,a187bed9-345e-415c-900a-d2f53c016ade,Chun-Hang Tang,https://play-lh.googleusercontent.com/a/ACg8ocK3zLE3Y9R0doXpY1djfaiUifumWrzCJFVVpZaxeBAEgE8=mo,Best scientific calculator on the app store.,5,2,1.0,2023-03-29 01:18:53,,,1.0
88,f453875a-3e3a-44f3-bfa4-345e7c60bad3,Mohidul Munna,https://play-lh.googleusercontent.com/a/ACg8ocIdSBgCHri8cYUgePar3mr4KYNO-t60aGaC448n1eFV=mo,Vewry good calculator it is,5,0,1.0,2023-03-26 07:28:23,,,1.0
89,c04d4f18-76ac-4c9f-a371-eb35feb47a13,Mithila Zaman,https://play-lh.googleusercontent.com/a/ACg8ocKy5ejPkIKEiziW07_yfV2i37IoYhgZkAIfpPZ4qlUu=mo,So helpful..,5,0,1.0,2023-03-25 10:22:33,,,1.0
90,95ade493-a879-492d-91b4-21fd1c7ff6c3,Yt Chnnel,https://play-lh.googleusercontent.com/a/ACg8ocLcPeQVw1zaLBk53sYfZboGhXB30frzgLnbdMBkEFpW=mo,Good as real,5,0,,2023-03-20 10:35:50,,,
91,d291d902-41cd-492e-b3f6-120fc5182344,Sebufu Enock,https://play-lh.googleusercontent.com/a/ACg8ocL2Rl-fO9a_6gOwEXEcZjzXbR-oHHH1ynh6hCw5aTUd=mo,Nice and lovely app and I appreciate your service . It's a pleasure to have this app on my phone since I get free access to the full complete scientific calculator. Thank you.Amen,5,36,,2023-03-18 21:05:31,,,
